Row Labels,Sum of Id,Sum of MSSubClass,Sum of OverallQual,Sum of 1stFlrSF,Sum of FullBath,Sum of SalePrice,Sum of MoSold
Ex,1158,120,7,1314,2,230000,7
Typ,1158,120,7,1314,2,230000,7
Gd,1158,120,7,1314,2,230000,7
Attchd,1158,120,7,1314,2,230000,7
TA,1158,120,7,1314,2,230000,7
WD,1158,120,7,1314,2,230000,7
Normal,1158,120,7,1314,2,230000,7
Reg,915,240,15,2868,4,417000,12
VinylSd,915,240,15,2868,4,417000,12
TA,915,240,15,2868,4,417000,12
108,632,120,8,1554,2,209500,8
GLQ,632,120,8,1554,2,209500,8
Gd,632,120,8,1554,2,209500,8
Gd,632,120,8,1554,2,209500,8
Ex,632,120,8,1554,2,209500,8
Typ,632,120,8,1554,2,209500,8
Gd,632,120,8,1554,2,209500,8
Attchd,632,120,8,1554,2,209500,8
TA,632,120,8,1554,2,209500,8
WD,632,120,8,1554,2,209500,8
Normal,632,120,8,1554,2,209500,8
166,283,120,7,1314,2,207500,4
GLQ,283,120,7,1314,2,207500,4
TA,283,120,7,1314,2,207500,4
Gd,283,120,7,1314,2,207500,4
Ex,283,120,7,1314,2,207500,4
Typ,283,120,7,1314,2,207500,4
Gd,283,120,7,1314,2,207500,4
Attchd,283,120,7,1314,2,207500,4
TA,283,120,7,1314,2,207500,4
ConLw,283,120,7,1314,2,207500,4
Normal,283,120,7,1314,2,207500,4
RM,457,70,5,624,1,98000,5
Inside,457,70,5,624,1,98000,5
AllPub,457,70,5,624,1,98000,5
Reg,457,70,5,624,1,98000,5
AsbShng,457,70,5,624,1,98000,5
TA,457,70,5,624,1,98000,5
0,457,70,5,624,1,98000,5
Unf,457,70,5,624,1,98000,5
TA,457,70,5,624,1,98000,5
TA,457,70,5,624,1,98000,5
Fa,457,70,5,624,1,98000,5
Typ,457,70,5,624,1,98000,5
NA,457,70,5,624,1,98000,5
Detchd,457,70,5,624,1,98000,5
Fa,457,70,5,624,1,98000,5
COD,457,70,5,624,1,98000,5
Abnorml,457,70,5,624,1,98000,5
35,8667,1305,57,8142,15,1408900,56
FV,3703,600,28,3204,7,720400,23
FR3,1266,160,7,713,2,183900,3
AllPub,1266,160,7,713,2,183900,3
Reg,1266,160,7,713,2,183900,3
MetalSd,1266,160,7,713,2,183900,3
TA,1266,160,7,713,2,183900,3
218,1266,160,7,713,2,183900,3
GLQ,1266,160,7,713,2,183900,3
TA,1266,160,7,713,2,183900,3
Gd,1266,160,7,713,2,183900,3
Ex,1266,160,7,713,2,183900,3
Typ,1266,160,7,713,2,183900,3
NA,1266,160,7,713,2,183900,3
Detchd,1266,160,7,713,2,183900,3
TA,1266,160,7,713,2,183900,3
WD,1266,160,7,713,2,183900,3
Normal,1266,160,7,713,2,183900,3
Inside,2437,440,21,2491,5,536500,20
AllPub,2437,440,21,2491,5,536500,20
IR1,2437,440,21,2491,5,536500,20
MetalSd,1459,320,14,1250,4,336600,9
TA,1459,320,14,1250,4,336600,9
0,1459,320,14,1250,4,336600,9
Unf,1459,320,14,1250,4,336600,9
TA,1459,320,14,1250,4,336600,9
Gd,1459,320,14,1250,4,336600,9
Ex,1459,320,14,1250,4,336600,9
Typ,1459,320,14,1250,4,336600,9
NA,1459,320,14,1250,4,336600,9
Detchd,1459,320,14,1250,4,336600,9
TA,1459,320,14,1250,4,336600,9
New,286,160,7,625,2,164700,6
Partial,286,160,7,625,2,164700,6
WD,1173,160,7,625,2,171900,3
Normal,1173,160,7,625,2,171900,3
VinylSd,978,120,7,1241,1,199900,11
TA,978,120,7,1241,1,199900,11
NA,978,120,7,1241,1,199900,11
GLQ,978,120,7,1241,1,199900,11
TA,978,120,7,1241,1,199900,11
Gd,978,120,7,1241,1,199900,11
Ex,978,120,7,1241,1,199900,11
Typ,978,120,7,1241,1,199900,11
NA,978,120,7,1241,1,199900,11
Attchd,978,120,7,1241,1,199900,11
TA,978,120,7,1241,1,199900,11
New,978,120,7,1241,1,199900,11
Partial,978,120,7,1241,1,199900,11
RL,955,90,6,980,2,127500,10
CulDSac,955,90,6,980,2,127500,10
AllPub,955,90,6,980,2,127500,10
IR1,955,90,6,980,2,127500,10
WdShing,955,90,6,980,2,127500,10
TA,955,90,6,980,2,127500,10
250,955,90,6,980,2,127500,10
GLQ,955,90,6,980,2,127500,10
Gd,955,90,6,980,2,127500,10
Gd,955,90,6,980,2,127500,10
TA,955,90,6,980,2,127500,10
Typ,955,90,6,980,2,127500,10
NA,955,90,6,980,2,127500,10
NA,955,90,6,980,2,127500,10
NA,955,90,6,980,2,127500,10
WD,955,90,6,980,2,127500,10
AdjLand,955,90,6,980,2,127500,10
RM,4009,615,23,3958,6,561000,23
Inside,4009,615,23,3958,6,561000,23
AllPub,4009,615,23,3958,6,561000,23
Reg,4009,615,23,3958,6,561000,23
VinylSd,3224,540,17,3216,4,433000,17
TA,3224,540,17,3216,4,433000,17
80,1926,360,11,2144,2,293000,11
GLQ,1926,360,11,2144,2,293000,11
TA,1926,360,11,2144,2,293000,11
Gd,1926,360,11,2144,2,293000,11
Ex,473,180,6,1072,1,148000,6
Typ,473,180,6,1072,1,148000,6
NA,473,180,6,1072,1,148000,6
Basment,473,180,6,1072,1,148000,6
TA,473,180,6,1072,1,148000,6
WD,473,180,6,1072,1,148000,6
Normal,473,180,6,1072,1,148000,6
Gd,1453,180,5,1072,1,145000,5
Typ,1453,180,5,1072,1,145000,5
NA,1453,180,5,1072,1,145000,5
Basment,1453,180,5,1072,1,145000,5
TA,1453,180,5,1072,1,145000,5
WD,1453,180,5,1072,1,145000,5
Normal,1453,180,5,1072,1,145000,5
82,1298,180,6,1072,2,140000,6
GLQ,1298,180,6,1072,2,140000,6
TA,1298,180,6,1072,2,140000,6
Gd,1298,180,6,1072,2,140000,6
Gd,1298,180,6,1072,2,140000,6
Typ,1298,180,6,1072,2,140000,6
NA,1298,180,6,1072,2,140000,6
Basment,1298,180,6,1072,2,140000,6
TA,1298,180,6,1072,2,140000,6
New,1298,180,6,1072,2,140000,6
Partial,1298,180,6,1072,2,140000,6
Wd Sdng,785,75,6,742,2,128000,6
TA,785,75,6,742,2,128000,6
0,785,75,6,742,2,128000,6
Unf,785,75,6,742,2,128000,6
TA,785,75,6,742,2,128000,6
TA,785,75,6,742,2,128000,6
Ex,785,75,6,742,2,128000,6
Typ,785,75,6,742,2,128000,6
Gd,785,75,6,742,2,128000,6
NA,785,75,6,742,2,128000,6
NA,785,75,6,742,2,128000,6
WD,785,75,6,742,2,128000,6
Normal,785,75,6,742,2,128000,6
36,4602,780,37,4540,9,852500,46
RL,3406,500,26,3156,7,636000,31
CulDSac,848,20,5,864,1,133500,8
AllPub,848,20,5,864,1,133500,8
IR1,848,20,5,864,1,133500,8
HdBoard,848,20,5,864,1,133500,8
TA,848,20,5,864,1,133500,8
0,848,20,5,864,1,133500,8
BLQ,848,20,5,864,1,133500,8
TA,848,20,5,864,1,133500,8
TA,848,20,5,864,1,133500,8
Ex,848,20,5,864,1,133500,8
Typ,848,20,5,864,1,133500,8
Fa,848,20,5,864,1,133500,8
Attchd,848,20,5,864,1,133500,8
TA,848,20,5,864,1,133500,8
WD,848,20,5,864,1,133500,8
Normal,848,20,5,864,1,133500,8
Inside,2558,480,21,2292,6,502500,23
AllPub,2558,480,21,2292,6,502500,23
Reg,2558,480,21,2292,6,502500,23
VinylSd,2558,480,21,2292,6,502500,23
TA,2558,480,21,2292,6,502500,23
106,2558,480,21,2292,6,502500,23
GLQ,1321,320,14,1528,4,327000,17
TA,1321,320,14,1528,4,327000,17
Gd,1321,320,14,1528,4,327000,17
Ex,1321,320,14,1528,4,327000,17
Typ,1321,320,14,1528,4,327000,17
NA,1321,320,14,1528,4,327000,17
BuiltIn,1321,320,14,1528,4,327000,17
TA,1321,320,14,1528,4,327000,17
WD,1321,320,14,1528,4,327000,17
Normal,1321,320,14,1528,4,327000,17
Unf,1237,160,7,764,2,175500,6
TA,1237,160,7,764,2,175500,6
Gd,1237,160,7,764,2,175500,6
Ex,1237,160,7,764,2,175500,6
Typ,1237,160,7,764,2,175500,6
NA,1237,160,7,764,2,175500,6
BuiltIn,1237,160,7,764,2,175500,6
TA,1237,160,7,764,2,175500,6
WD,1237,160,7,764,2,175500,6
Normal,1237,160,7,764,2,175500,6
RM,1196,280,11,1384,2,216500,15
Inside,1196,280,11,1384,2,216500,15
AllPub,1196,280,11,1384,2,216500,15
Reg,1196,280,11,1384,2,216500,15
CemntBd,345,160,5,536,1,85000,4
TA,345,160,5,536,1,85000,4
0,345,160,5,536,1,85000,4
Rec,345,160,5,536,1,85000,4
TA,345,160,5,536,1,85000,4
Gd,345,160,5,536,1,85000,4
TA,345,160,5,536,1,85000,4
Typ,345,160,5,536,1,85000,4
NA,345,160,5,536,1,85000,4
Attchd,345,160,5,536,1,85000,4
TA,345,160,5,536,1,85000,4
WD,345,160,5,536,1,85000,4
Normal,345,160,5,536,1,85000,4
VinylSd,851,120,6,848,1,131500,11
TA,851,120,6,848,1,131500,11
170,851,120,6,848,1,131500,11
GLQ,851,120,6,848,1,131500,11
TA,851,120,6,848,1,131500,11
Gd,851,120,6,848,1,131500,11
Ex,851,120,6,848,1,131500,11
Typ,851,120,6,848,1,131500,11
NA,851,120,6,848,1,131500,11
Attchd,851,120,6,848,1,131500,11
TA,851,120,6,848,1,131500,11
WD,851,120,6,848,1,131500,11
Normal,851,120,6,848,1,131500,11
37,5065,460,31,4869,5,751400,25
FV,1090,120,8,1247,1,197000,4
Inside,1090,120,8,1247,1,197000,4
AllPub,1090,120,8,1247,1,197000,4
IR1,1090,120,8,1247,1,197000,4
MetalSd,1090,120,8,1247,1,197000,4
TA,1090,120,8,1247,1,197000,4
0,1090,120,8,1247,1,197000,4
GLQ,1090,120,8,1247,1,197000,4
TA,1090,120,8,1247,1,197000,4
Gd,1090,120,8,1247,1,197000,4
Ex,1090,120,8,1247,1,197000,4
Typ,1090,120,8,1247,1,197000,4
Gd,1090,120,8,1247,1,197000,4
Attchd,1090,120,8,1247,1,197000,4
TA,1090,120,8,1247,1,197000,4
WD,1090,120,8,1247,1,197000,4
Normal,1090,120,8,1247,1,197000,4
RL,1473,100,11,1926,2,262000,13
CulDSac,1473,100,11,1926,2,262000,13
AllPub,1473,100,11,1926,2,262000,13
IR1,1473,100,11,1926,2,262000,13
HdBoard,1473,100,11,1926,2,262000,13
TA,1473,100,11,1926,2,262000,13
0,1473,100,11,1926,2,262000,13
ALQ,1177,20,5,923,1,119500,10
TA,1177,20,5,923,1,119500,10
TA,1177,20,5,923,1,119500,10
TA,1177,20,5,923,1,119500,10
Typ,1177,20,5,923,1,119500,10
NA,1177,20,5,923,1,119500,10
Attchd,1177,20,5,923,1,119500,10
TA,1177,20,5,923,1,119500,10
WD,1177,20,5,923,1,119500,10
Normal,1177,20,5,923,1,119500,10
GLQ,296,80,6,1003,1,142500,3
TA,296,80,6,1003,1,142500,3
TA,296,80,6,1003,1,142500,3
TA,296,80,6,1003,1,142500,3
Typ,296,80,6,1003,1,142500,3
NA,296,80,6,1003,1,142500,3
Detchd,296,80,6,1003,1,142500,3
TA,296,80,6,1003,1,142500,3
WD,296,80,6,1003,1,142500,3
Normal,296,80,6,1003,1,142500,3
RM,2502,240,12,1696,2,292400,8
Inside,2502,240,12,1696,2,292400,8
AllPub,2502,240,12,1696,2,292400,8
Reg,2502,240,12,1696,2,292400,8
VinylSd,2502,240,12,1696,2,292400,8
TA,2502,240,12,1696,2,292400,8
169,1079,120,6,848,1,155900,5
GLQ,1079,120,6,848,1,155900,5
TA,1079,120,6,848,1,155900,5
Gd,1079,120,6,848,1,155900,5
Ex,1079,120,6,848,1,155900,5
Typ,1079,120,6,848,1,155900,5
Gd,1079,120,6,848,1,155900,5
Attchd,1079,120,6,848,1,155900,5
TA,1079,120,6,848,1,155900,5
WD,1079,120,6,848,1,155900,5
Normal,1079,120,6,848,1,155900,5
170,1423,120,6,848,1,136500,3
GLQ,1423,120,6,848,1,136500,3
TA,1423,120,6,848,1,136500,3
Gd,1423,120,6,848,1,136500,3
Ex,1423,120,6,848,1,136500,3
Typ,1423,120,6,848,1,136500,3
NA,1423,120,6,848,1,136500,3
Attchd,1423,120,6,848,1,136500,3
TA,1423,120,6,848,1,136500,3
WD,1423,120,6,848,1,136500,3
Normal,1423,120,6,848,1,136500,3
38,401,120,8,1288,1,245500,12
RL,401,120,8,1288,1,245500,12
Inside,401,120,8,1288,1,245500,12
AllPub,401,120,8,1288,1,245500,12
IR2,401,120,8,1288,1,245500,12
BrkFace,401,120,8,1288,1,245500,12
TA,401,120,8,1288,1,245500,12
0,401,120,8,1288,1,245500,12
GLQ,401,120,8,1288,1,245500,12
TA,401,120,8,1288,1,245500,12
Gd,401,120,8,1288,1,245500,12
Ex,401,120,8,1288,1,245500,12
Typ,401,120,8,1288,1,245500,12
Gd,401,120,8,1288,1,245500,12
Attchd,401,120,8,1288,1,245500,12
TA,401,120,8,1288,1,245500,12
WD,401,120,8,1288,1,245500,12
Normal,401,120,8,1288,1,245500,12
39,731,120,8,1616,2,236500,3
RL,731,120,8,1616,2,236500,3
Inside,731,120,8,1616,2,236500,3
AllPub,731,120,8,1616,2,236500,3
IR1,731,120,8,1616,2,236500,3
CemntBd,731,120,8,1616,2,236500,3
TA,731,120,8,1616,2,236500,3
0,731,120,8,1616,2,236500,3
GLQ,731,120,8,1616,2,236500,3
TA,731,120,8,1616,2,236500,3
Gd,731,120,8,1616,2,236500,3
Ex,731,120,8,1616,2,236500,3
Typ,731,120,8,1616,2,236500,3
TA,731,120,8,1616,2,236500,3
Attchd,731,120,8,1616,2,236500,3
TA,731,120,8,1616,2,236500,3
WD,731,120,8,1616,2,236500,3
Normal,731,120,8,1616,2,236500,3
40,7606,800,68,12794,17,1737315,76
FV,88,160,6,612,2,164500,6
Corner,88,160,6,612,2,164500,6
AllPub,88,160,6,612,2,164500,6
Reg,88,160,6,612,2,164500,6
VinylSd,88,160,6,612,2,164500,6
TA,88,160,6,612,2,164500,6
76,88,160,6,612,2,164500,6
Unf,88,160,6,612,2,164500,6
TA,88,160,6,612,2,164500,6
Gd,88,160,6,612,2,164500,6
Ex,88,160,6,612,2,164500,6
Typ,88,160,6,612,2,164500,6
NA,88,160,6,612,2,164500,6
Detchd,88,160,6,612,2,164500,6
TA,88,160,6,612,2,164500,6
New,88,160,6,612,2,164500,6
Partial,88,160,6,612,2,164500,6
RL,3160,410,33,6645,8,903915,29
CulDSac,207,20,5,1696,1,143900,3
AllPub,207,20,5,1696,1,143900,3
IR1,207,20,5,1696,1,143900,3
HdBoard,207,20,5,1696,1,143900,3
Gd,207,20,5,1696,1,143900,3
0,207,20,5,1696,1,143900,3
Unf,207,20,5,1696,1,143900,3
TA,207,20,5,1696,1,143900,3
TA,207,20,5,1696,1,143900,3
TA,207,20,5,1696,1,143900,3
Min2,207,20,5,1696,1,143900,3
TA,207,20,5,1696,1,143900,3
Attchd,207,20,5,1696,1,143900,3
TA,207,20,5,1696,1,143900,3
WD,207,20,5,1696,1,143900,3
Normal,207,20,5,1696,1,143900,3
Inside,2953,390,28,4949,7,760015,26
AllPub,2953,390,28,4949,7,760015,26
IR1,2514,360,23,4255,6,669665,23
CemntBd,1289,120,8,1659,2,278000,10
TA,1289,120,8,1659,2,278000,10
0,1289,120,8,1659,2,278000,10
GLQ,1289,120,8,1659,2,278000,10
TA,1289,120,8,1659,2,278000,10
Gd,1289,120,8,1659,2,278000,10
Ex,1289,120,8,1659,2,278000,10
Typ,1289,120,8,1659,2,278000,10
Ex,1289,120,8,1659,2,278000,10
Attchd,1289,120,8,1659,2,278000,10
TA,1289,120,8,1659,2,278000,10
WD,1289,120,8,1659,2,278000,10
Normal,1289,120,8,1659,2,278000,10
HdBoard,713,120,8,1228,2,189000,10
TA,713,120,8,1228,2,189000,10
0,713,120,8,1228,2,189000,10
GLQ,713,120,8,1228,2,189000,10
TA,713,120,8,1228,2,189000,10
Gd,713,120,8,1228,2,189000,10
Gd,713,120,8,1228,2,189000,10
Typ,713,120,8,1228,2,189000,10
Gd,713,120,8,1228,2,189000,10
Attchd,713,120,8,1228,2,189000,10
TA,713,120,8,1228,2,189000,10
WD,713,120,8,1228,2,189000,10
Normal,713,120,8,1228,2,189000,10
VinylSd,512,120,7,1368,2,202665,3
TA,512,120,7,1368,2,202665,3
94,512,120,7,1368,2,202665,3
Unf,512,120,7,1368,2,202665,3
TA,512,120,7,1368,2,202665,3
Gd,512,120,7,1368,2,202665,3
Ex,512,120,7,1368,2,202665,3
Typ,512,120,7,1368,2,202665,3
Gd,512,120,7,1368,2,202665,3
Attchd,512,120,7,1368,2,202665,3
TA,512,120,7,1368,2,202665,3
New,512,120,7,1368,2,202665,3
Partial,512,120,7,1368,2,202665,3
Reg,439,30,5,694,1,90350,3
WdShing,439,30,5,694,1,90350,3
TA,439,30,5,694,1,90350,3
0,439,30,5,694,1,90350,3
LwQ,439,30,5,694,1,90350,3
TA,439,30,5,694,1,90350,3
TA,439,30,5,694,1,90350,3
TA,439,30,5,694,1,90350,3
Typ,439,30,5,694,1,90350,3
Gd,439,30,5,694,1,90350,3
Detchd,439,30,5,694,1,90350,3
Gd,439,30,5,694,1,90350,3
WD,439,30,5,694,1,90350,3
Normal,439,30,5,694,1,90350,3
RM,4358,230,29,5537,7,668900,41
Corner,165,40,6,1149,2,152000,10
AllPub,165,40,6,1149,2,152000,10
Reg,165,40,6,1149,2,152000,10
MetalSd,165,40,6,1149,2,152000,10
Gd,165,40,6,1149,2,152000,10
0,165,40,6,1149,2,152000,10
LwQ,165,40,6,1149,2,152000,10
TA,165,40,6,1149,2,152000,10
TA,165,40,6,1149,2,152000,10
Gd,165,40,6,1149,2,152000,10
Typ,165,40,6,1149,2,152000,10
NA,165,40,6,1149,2,152000,10
Detchd,165,40,6,1149,2,152000,10
TA,165,40,6,1149,2,152000,10
WD,165,40,6,1149,2,152000,10
Normal,165,40,6,1149,2,152000,10
Inside,4193,190,23,4388,5,516900,31
AllPub,4193,190,23,4388,5,516900,31
Reg,4193,190,23,4388,5,516900,31
AsbShng,1326,30,4,796,1,55000,1
TA,1326,30,4,796,1,55000,1
0,1326,30,4,796,1,55000,1
Unf,1326,30,4,796,1,55000,1
Fa,1326,30,4,796,1,55000,1
TA,1326,30,4,796,1,55000,1
Fa,1326,30,4,796,1,55000,1
Typ,1326,30,4,796,1,55000,1
NA,1326,30,4,796,1,55000,1
NA,1326,30,4,796,1,55000,1
NA,1326,30,4,796,1,55000,1
WD,1326,30,4,796,1,55000,1
Normal,1326,30,4,796,1,55000,1
MetalSd,802,30,4,1196,1,109900,7
TA,802,30,4,1196,1,109900,7
0,802,30,4,1196,1,109900,7
LwQ,802,30,4,1196,1,109900,7
TA,802,30,4,1196,1,109900,7
TA,802,30,4,1196,1,109900,7
Ex,802,30,4,1196,1,109900,7
Typ,802,30,4,1196,1,109900,7
NA,802,30,4,1196,1,109900,7
Detchd,802,30,4,1196,1,109900,7
TA,802,30,4,1196,1,109900,7
WD,802,30,4,1196,1,109900,7
Normal,802,30,4,1196,1,109900,7
Stucco,437,50,6,734,1,116000,10
TA,437,50,6,734,1,116000,10
0,437,50,6,734,1,116000,10
Unf,437,50,6,734,1,116000,10
TA,437,50,6,734,1,116000,10
Fa,437,50,6,734,1,116000,10
TA,437,50,6,734,1,116000,10
Typ,437,50,6,734,1,116000,10
NA,437,50,6,734,1,116000,10
Detchd,437,50,6,734,1,116000,10
TA,437,50,6,734,1,116000,10
WD,437,50,6,734,1,116000,10
Normal,437,50,6,734,1,116000,10
VinylSd,1628,80,9,1662,2,236000,13
Gd,1628,80,9,1662,2,236000,13
0,1628,80,9,1662,2,236000,13
ALQ,242,30,5,866,1,110500,8
TA,242,30,5,866,1,110500,8
TA,242,30,5,866,1,110500,8
Gd,242,30,5,866,1,110500,8
Typ,242,30,5,866,1,110500,8
NA,242,30,5,866,1,110500,8
NA,242,30,5,866,1,110500,8
NA,242,30,5,866,1,110500,8
WD,242,30,5,866,1,110500,8
Normal,242,30,5,866,1,110500,8
BLQ,1386,50,4,796,1,125500,5
TA,1386,50,4,796,1,125500,5
TA,1386,50,4,796,1,125500,5
Gd,1386,50,4,796,1,125500,5
Typ,1386,50,4,796,1,125500,5
NA,1386,50,4,796,1,125500,5
Detchd,1386,50,4,796,1,125500,5
TA,1386,50,4,796,1,125500,5
WD,1386,50,4,796,1,125500,5
Normal,1386,50,4,796,1,125500,5
41,5077,700,44,7692,11,1252500,46
RL,3709,540,39,6767,9,1125500,39
FR2,1238,60,7,847,2,195000,9
AllPub,1238,60,7,847,2,195000,9
IR2,1238,60,7,847,2,195000,9
VinylSd,1238,60,7,847,2,195000,9
TA,1238,60,7,847,2,195000,9
0,1238,60,7,847,2,195000,9
Unf,1238,60,7,847,2,195000,9
TA,1238,60,7,847,2,195000,9
Gd,1238,60,7,847,2,195000,9
Ex,1238,60,7,847,2,195000,9
Typ,1238,60,7,847,2,195000,9
Gd,1238,60,7,847,2,195000,9
BuiltIn,1238,60,7,847,2,195000,9
TA,1238,60,7,847,2,195000,9
WD,1238,60,7,847,2,195000,9
Normal,1238,60,7,847,2,195000,9
Inside,2471,480,32,5920,7,930500,30
AllPub,2471,480,32,5920,7,930500,30
IR1,745,120,8,1337,2,180000,10
HdBoard,745,120,8,1337,2,180000,10
TA,745,120,8,1337,2,180000,10
0,745,120,8,1337,2,180000,10
GLQ,745,120,8,1337,2,180000,10
TA,745,120,8,1337,2,180000,10
Gd,745,120,8,1337,2,180000,10
Gd,745,120,8,1337,2,180000,10
Typ,745,120,8,1337,2,180000,10
TA,745,120,8,1337,2,180000,10
Attchd,745,120,8,1337,2,180000,10
TA,745,120,8,1337,2,180000,10
WD,745,120,8,1337,2,180000,10
Normal,745,120,8,1337,2,180000,10
Reg,1726,360,24,4583,5,750500,20
CemntBd,1726,360,24,4583,5,750500,20
TA,1726,360,24,4583,5,750500,20
0,1726,360,24,4583,5,750500,20
GLQ,1726,360,24,4583,5,750500,20
TA,1726,360,24,4583,5,750500,20
Ex,190,120,8,1593,1,286000,8
Ex,190,120,8,1593,1,286000,8
Typ,190,120,8,1593,1,286000,8
Gd,190,120,8,1593,1,286000,8
Attchd,190,120,8,1593,1,286000,8
TA,190,120,8,1593,1,286000,8
WD,190,120,8,1593,1,286000,8
Normal,190,120,8,1593,1,286000,8
Gd,1536,240,16,2990,4,464500,12
Ex,1536,240,16,2990,4,464500,12
Typ,1536,240,16,2990,4,464500,12
NA,1536,240,16,2990,4,464500,12
Attchd,1536,240,16,2990,4,464500,12
TA,1536,240,16,2990,4,464500,12
WD,1536,240,16,2990,4,464500,12
Normal,1536,240,16,2990,4,464500,12
RM,1368,160,5,925,2,127000,7
Inside,1368,160,5,925,2,127000,7
AllPub,1368,160,5,925,2,127000,7
Reg,1368,160,5,925,2,127000,7
CemntBd,1368,160,5,925,2,127000,7
TA,1368,160,5,925,2,127000,7
0,1368,160,5,925,2,127000,7
ALQ,1368,160,5,925,2,127000,7
TA,1368,160,5,925,2,127000,7
TA,1368,160,5,925,2,127000,7
Ex,1368,160,5,925,2,127000,7
Typ,1368,160,5,925,2,127000,7
TA,1368,160,5,925,2,127000,7
Attchd,1368,160,5,925,2,127000,7
TA,1368,160,5,925,2,127000,7
WD,1368,160,5,925,2,127000,7
Normal,1368,160,5,925,2,127000,7
42,4094,330,26,5715,8,1013900,28
RL,3025,170,20,4424,6,862500,22
CulDSac,1389,20,9,1746,2,377500,10
AllPub,1389,20,9,1746,2,377500,10
IR1,1389,20,9,1746,2,377500,10
VinylSd,1389,20,9,1746,2,377500,10
TA,1389,20,9,1746,2,377500,10
160,1389,20,9,1746,2,377500,10
GLQ,1389,20,9,1746,2,377500,10
TA,1389,20,9,1746,2,377500,10
Ex,1389,20,9,1746,2,377500,10
Ex,1389,20,9,1746,2,377500,10
Typ,1389,20,9,1746,2,377500,10
Gd,1389,20,9,1746,2,377500,10
Attchd,1389,20,9,1746,2,377500,10
TA,1389,20,9,1746,2,377500,10
WD,1389,20,9,1746,2,377500,10
Normal,1389,20,9,1746,2,377500,10
Inside,1636,150,11,2678,4,485000,12
AllPub,1636,150,11,2678,4,485000,12
IR1,1636,150,11,2678,4,485000,12
MetalSd,1636,150,11,2678,4,485000,12
TA,1636,150,11,2678,4,485000,12
0,943,90,4,1440,2,150000,8
GLQ,943,90,4,1440,2,150000,8
TA,943,90,4,1440,2,150000,8
Gd,943,90,4,1440,2,150000,8
TA,943,90,4,1440,2,150000,8
Typ,943,90,4,1440,2,150000,8
NA,943,90,4,1440,2,150000,8
NA,943,90,4,1440,2,150000,8
NA,943,90,4,1440,2,150000,8
Oth,943,90,4,1440,2,150000,8
Abnorml,943,90,4,1440,2,150000,8
293,693,60,7,1238,2,335000,4
GLQ,693,60,7,1238,2,335000,4
TA,693,60,7,1238,2,335000,4
Gd,693,60,7,1238,2,335000,4
Ex,693,60,7,1238,2,335000,4
Typ,693,60,7,1238,2,335000,4
Gd,693,60,7,1238,2,335000,4
Attchd,693,60,7,1238,2,335000,4
TA,693,60,7,1238,2,335000,4
WD,693,60,7,1238,2,335000,4
Normal,693,60,7,1238,2,335000,4
RM,1069,160,6,1291,2,151400,6
Inside,1069,160,6,1291,2,151400,6
AllPub,1069,160,6,1291,2,151400,6
Reg,1069,160,6,1291,2,151400,6
CemntBd,1069,160,6,1291,2,151400,6
TA,1069,160,6,1291,2,151400,6
0,1069,160,6,1291,2,151400,6
ALQ,1069,160,6,1291,2,151400,6
TA,1069,160,6,1291,2,151400,6
Gd,1069,160,6,1291,2,151400,6
Gd,1069,160,6,1291,2,151400,6
Maj1,1069,160,6,1291,2,151400,6
Gd,1069,160,6,1291,2,151400,6
Attchd,1069,160,6,1291,2,151400,6
TA,1069,160,6,1291,2,151400,6
WD,1069,160,6,1291,2,151400,6
Normal,1069,160,6,1291,2,151400,6
43,8375,1080,83,15888,23,2251175,59
RL,8375,1080,83,15888,23,2251175,59
CulDSac,1659,100,19,3527,5,608000,15
AllPub,1659,100,19,3527,5,608000,15
IR1,1009,20,7,1710,2,240000,4
VinylSd,1009,20,7,1710,2,240000,4
TA,1009,20,7,1710,2,240000,4
108,1009,20,7,1710,2,240000,4
Unf,1009,20,7,1710,2,240000,4
TA,1009,20,7,1710,2,240000,4
Ex,1009,20,7,1710,2,240000,4
Ex,1009,20,7,1710,2,240000,4
Typ,1009,20,7,1710,2,240000,4
Gd,1009,20,7,1710,2,240000,4
Attchd,1009,20,7,1710,2,240000,4
TA,1009,20,7,1710,2,240000,4
WD,1009,20,7,1710,2,240000,4
Normal,1009,20,7,1710,2,240000,4
IR2,650,80,12,1817,3,368000,11
VinylSd,650,80,12,1817,3,368000,11
TA,650,80,12,1817,3,368000,11
0,650,80,12,1817,3,368000,11
ALQ,214,20,5,990,1,156000,7
TA,214,20,5,990,1,156000,7
Gd,214,20,5,990,1,156000,7
Ex,214,20,5,990,1,156000,7
Typ,214,20,5,990,1,156000,7
NA,214,20,5,990,1,156000,7
Attchd,214,20,5,990,1,156000,7
TA,214,20,5,990,1,156000,7
WD,214,20,5,990,1,156000,7
Normal,214,20,5,990,1,156000,7
GLQ,436,60,7,827,2,212000,4
TA,436,60,7,827,2,212000,4
Gd,436,60,7,827,2,212000,4
Ex,436,60,7,827,2,212000,4
Typ,436,60,7,827,2,212000,4
TA,436,60,7,827,2,212000,4
Attchd,436,60,7,827,2,212000,4
TA,436,60,7,827,2,212000,4
ConLw,436,60,7,827,2,212000,4
Normal,436,60,7,827,2,212000,4
Inside,6716,980,64,12361,18,1643175,44
AllPub,6716,980,64,12361,18,1643175,44
IR1,1057,120,7,1364,2,185850,6
VinylSd,1057,120,7,1364,2,185850,6
